State,GA,Bill Identifier,URL,Path to full text,Keywords
Illinois,93,HB3354,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3354.htm,illinois/billtexts/GA93/HB3354.txt,Foreign
Illinois,93,HB3387,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3387.htm,illinois/billtexts/GA93/HB3387.txt,"Immigration, Alien"
Illinois,93,HB3391,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3391.htm,illinois/billtexts/GA93/HB3391.txt,Foreign
Illinois,93,HB3393,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3393.htm,illinois/billtexts/GA93/HB3393.txt,Foreign
Illinois,93,HB3401,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3401.htm,illinois/billtexts/GA93/HB3401.txt,Foreign
Illinois,93,HB3406,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3406.htm,illinois/billtexts/GA93/HB3406.txt,Foreign
Illinois,93,HB3427,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3427.htm,illinois/billtexts/GA93/HB3427.txt,Citizenship
Illinois,93,HB3451,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3451.htm,illinois/billtexts/GA93/HB3451.txt,"Immigration, Alien"
Illinois,93,HB3454,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3454.htm,illinois/billtexts/GA93/HB3454.txt,Foreign
Illinois,93,HB3456,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3456.htm,illinois/billtexts/GA93/HB3456.txt,Citizenship
Illinois,93,HB3459,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3459.htm,illinois/billtexts/GA93/HB3459.txt,"Alien, Foreign"
Illinois,93,HB3465,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3465.htm,illinois/billtexts/GA93/HB3465.txt,Foreign
Illinois,93,HB3466,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3466.htm,illinois/billtexts/GA93/HB3466.txt,"Immigration, Alien"
Illinois,93,HB3467,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3467.htm,illinois/billtexts/GA93/HB3467.txt,Foreign
Illinois,93,HB3468,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3468.htm,illinois/billtexts/GA93/HB3468.txt,Foreign
Illinois,93,HB3500,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3500.htm,illinois/billtexts/GA93/HB3500.txt,Foreign
Illinois,93,HB3517,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3517.htm,illinois/billtexts/GA93/HB3517.txt,Foreign
Illinois,93,HB3561,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3561.htm,illinois/billtexts/GA93/HB3561.txt,Immigration
Illinois,93,HB3587,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3587.htm,illinois/billtexts/GA93/HB3587.txt,"Citizenship, Foreign"
Illinois,93,HB3622,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3622.htm,illinois/billtexts/GA93/HB3622.txt,Alien
Illinois,93,HB3659,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3659.htm,illinois/billtexts/GA93/HB3659.txt,Foreign
Illinois,93,HB3663,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3663.htm,illinois/billtexts/GA93/HB3663.txt,Foreign
Illinois,93,HB3676,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3676.htm,illinois/billtexts/GA93/HB3676.txt,Foreign
Illinois,93,HB3691,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3691.htm,illinois/billtexts/GA93/HB3691.txt,Foreign
Illinois,93,HB3703,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3703.htm,illinois/billtexts/GA93/HB3703.txt,Foreign
Illinois,93,HB3721,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3721.htm,illinois/billtexts/GA93/HB3721.txt,Foreign
Illinois,93,HB3725,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3725.htm,illinois/billtexts/GA93/HB3725.txt,Foreign
Illinois,93,HB3767,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3767.htm,illinois/billtexts/GA93/HB3767.txt,Migrant
Illinois,93,HB3788,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3788.htm,illinois/billtexts/GA93/HB3788.txt,Migrant
Illinois,93,HB3789,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3789.htm,illinois/billtexts/GA93/HB3789.txt,Foreign
Illinois,93,HB3821,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3821.htm,illinois/billtexts/GA93/HB3821.txt,"Immigration, Alien"
Illinois,93,HB3843,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3843.htm,illinois/billtexts/GA93/HB3843.txt,Foreign
Illinois,93,HB3861,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3861.htm,illinois/billtexts/GA93/HB3861.txt,Foreign
Illinois,93,HB3869,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3869.htm,illinois/billtexts/GA93/HB3869.txt,Migrant
Illinois,93,HB3870,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3870.htm,illinois/billtexts/GA93/HB3870.txt,Immigration
Illinois,93,HB3881,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3881.htm,illinois/billtexts/GA93/HB3881.txt,Foreign
Illinois,93,HB3898,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3898.htm,illinois/billtexts/GA93/HB3898.txt,Foreign
Illinois,93,HB3906,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3906.htm,illinois/billtexts/GA93/HB3906.txt,Foreign
Illinois,93,HB3912,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3912.htm,illinois/billtexts/GA93/HB3912.txt,Foreign
Illinois,93,HB3913,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3913.htm,illinois/billtexts/GA93/HB3913.txt,"Immigration, Alien"
Illinois,93,HB3914,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3914.htm,illinois/billtexts/GA93/HB3914.txt,Border
Illinois,93,HB3920,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3920.htm,illinois/billtexts/GA93/HB3920.txt,"Alien, Foreign"
Illinois,93,HB3933,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3933.htm,illinois/billtexts/GA93/HB3933.txt,Foreign
Illinois,93,HB3935,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3935.htm,illinois/billtexts/GA93/HB3935.txt,Foreign
Illinois,93,HB3948,https://www.ilga.gov/Documents/legislation/93/HB/09300HB3948.htm,illinois/billtexts/GA93/HB3948.txt,Foreign
