State,GA,Policy (bill) identifier,Policy sponsor,Policy sponsor party,Link to bill,bill text,Cosponsor,Act identifier,Matched keywords,Introduced date,Effective date,Passed introduced chamber date,Passed second chamber date,Dead date,Enacted (Y/N),Enacted Date
Illinois,100,HB0040,"Rep. Sara Feigenholtz, Emanuel Chris Welch, Carol Ammons, Luis Arroyo, Barbara Flynn Currie, Juliana Stratton, Silvana Tabares, Thaddeus Jones, Carol Sente, Ann M. Williams, Elizabeth Hernandez, Gregory Harris, Lou Lang, Laura Fine, Robyn Gabel, Theresa Mah, Camille Y. Lilly, Scott Drury, Kelly M. Cassidy, John C. D'Amico, Will Guzzardi, Robert Martwick, Cynthia Soto, Jaime M. Andrade, Jr., Elgie R. Sims, Jr., Jehan Gordon-Booth and Justin Slaughter | (Sen. Heather A. Steans-Don Harmon-Daniel Biss-Cristina Castro, Laura M. Murphy-Omar Aquino, Iris Y. Martinez, David Koehler, Emil Jones, III, Mattie Hunter, Patricia Van Pelt, Kimberly A. Lightford, Toi W. Hutchinson, Terry Link, Kwame Raoul and Julie A. Morrison)",,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0040.htm,illinois/billtexts/GA100/HB0040.txt,,,"Immigration, Citizenship",,"January 1, 2018",,,,,
Illinois,100,HB0045,Rep. Lou Lang,,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0045.htm,illinois/billtexts/GA100/HB0045.txt,,,Foreign,,,,,,,
Illinois,100,HB0073,Rep. Lou Lang,,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0073.htm,illinois/billtexts/GA100/HB0073.txt,,,Foreign,,,,,,,
Illinois,100,HB0074,Rep. Lou Lang,,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0074.htm,illinois/billtexts/GA100/HB0074.txt,,,Foreign,,,,,,,
Illinois,100,HB0098,Rep. Lou Lang,,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0098.htm,illinois/billtexts/GA100/HB0098.txt,,,Foreign,,,,,,,
Illinois,100,HB0106,"Rep. Mark Batinick-Stephanie A. Kifowit-Linda Chapa LaVia-William Davis-Nick Sauer, Grant Wehrli, Al Riley, Keith R. Wheeler and David S. Olsen | (Sen. Michael Connelly)",,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0106.htm,illinois/billtexts/GA100/HB0106.txt,,,Foreign,,"August 24, 2017",,,,,
Illinois,100,HB0203,Rep. La Shawn K. Ford,,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0203.htm,illinois/billtexts/GA100/HB0203.txt,,,"Immigration, Foreign",,,,,,,
Illinois,100,HB0213,"Rep. La Shawn K. Ford-Daniel J. Burke-Mary E. Flowers-Litesa E. Wallace-William Davis, Cynthia Soto, Carol Ammons and Camille Y. Lilly | (Sen. Kimberly A. Lightford-Mattie Hunter-Jacqueline Y. Collins-Iris Y. Martinez, Patricia Van Pelt and Donne E. Trotter)",,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0213.htm,illinois/billtexts/GA100/HB0213.txt,,,Foreign,,"June 1, 2018",,,,,
Illinois,100,HB0232,Rep. André Thapedi,,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0232.htm,illinois/billtexts/GA100/HB0232.txt,,,Foreign,,,,,,,
Illinois,100,HB0244,Rep. Mary E. Flowers,,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0244.htm,illinois/billtexts/GA100/HB0244.txt,,,Foreign,,,,,,,
Illinois,100,HB0258,Rep. Anthony DeLuca,,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0258.htm,illinois/billtexts/GA100/HB0258.txt,,,Foreign,,"June 1, 2017",,,,,
Illinois,100,HB0259,"Rep. La Shawn K. Ford-Mary E. Flowers-Will Guzzardi-Robyn Gabel-Kelly M. Cassidy, Lou Lang, Sonya M. Harper, Gregory Harris, David Harris, Emanuel Chris Welch, Justin Slaughter, Juliana Stratton, Silvana Tabares, Rita Mayfield, Camille Y. Lilly, André Thapedi, Arthur Turner, Barbara Flynn Currie, Theresa Mah, Robert Rita, Carol Ammons, Christian L. Mitchell, Elizabeth Hernandez and Melissa Conyears-Ervin",,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0259.htm,illinois/billtexts/GA100/HB0259.txt,,,Immigration,,"January 1, 2018",,,,,
Illinois,100,HB0265,"Rep. Mary E. Flowers-Anthony DeLuca-John C. D'Amico, Silvana Tabares, Thaddeus Jones and Camille Y. Lilly",,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0265.htm,illinois/billtexts/GA100/HB0265.txt,,,Foreign,,,,,,,
Illinois,100,HB0271,"Rep. Sonya M. Harper-Mary E. Flowers-William Davis, Theresa Mah, Lou Lang, Camille Y. Lilly, Emanuel Chris Welch, Natalie A. Manley, Martin J. Moylan and Michelle Mussman",,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0271.htm,illinois/billtexts/GA100/HB0271.txt,,,Foreign,,"January 1, 2019",,,,,
Illinois,100,HB0272,Rep. La Shawn K. Ford,,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0272.htm,illinois/billtexts/GA100/HB0272.txt,,,Foreign,,,,,,,
Illinois,100,HB0273,Rep. La Shawn K. Ford,,https://www.ilga.gov/Documents/legislation/100/HB/10000HB0273.htm,illinois/billtexts/GA100/HB0273.txt,,,Foreign,,,,,,,
