State,GA,Policy (bill) identifier,Policy sponsor,Policy sponsor party,Link to bill,bill text,Cosponsor,Act identifier,Matched keywords,Introduced date,Effective date,Passed introduced chamber date,Passed second chamber date,Dead date,Enacted (Y/N),Enacted Date
Ohio,130,SB8,,,https://legislature.ohio.gov/legislation/130/sb8,ohio_bill_texts\GA130_SB8.txt,,,Immigration; Alien,,,,,,N,
Ohio,130,SB14,,,https://legislature.ohio.gov/legislation/130/sb14,ohio_bill_texts\GA130_SB14.txt,,,Immigration; Alien; Foreign,,,,,,N,
Ohio,130,SB20,,,https://legislature.ohio.gov/legislation/130/sb20,ohio_bill_texts\GA130_SB20.txt,,,Citizenship; Border,,,,,,N,
Ohio,130,SB23,,,https://legislature.ohio.gov/legislation/130/sb23,ohio_bill_texts\GA130_SB23.txt,,,Immigration; Foreign,,,,,,N,
Ohio,130,SB28,,,https://legislature.ohio.gov/legislation/130/sb28,ohio_bill_texts\GA130_SB28.txt,,,Foreign,,,,,,N,
Ohio,130,SB42,,,https://legislature.ohio.gov/legislation/130/sb42,ohio_bill_texts\GA130_SB42.txt,,,Foreign,,,,,,N,
Ohio,130,SB43,,,https://legislature.ohio.gov/legislation/130/sb43,ohio_bill_texts\GA130_SB43.txt,,,Foreign,,,,,,N,
Ohio,130,SB45,,,https://legislature.ohio.gov/legislation/130/sb45,ohio_bill_texts\GA130_SB45.txt,,,Citizenship,,,,,,N,
Ohio,130,SB62,,,https://legislature.ohio.gov/legislation/130/sb62,ohio_bill_texts\GA130_SB62.txt,,,Immigration; Citizenship,,,,,,N,
Ohio,130,SB70,,,https://legislature.ohio.gov/legislation/130/sb70,ohio_bill_texts\GA130_SB70.txt,,,Citizenship,,,,,,N,
Ohio,130,SB78,,,https://legislature.ohio.gov/legislation/130/sb78,ohio_bill_texts\GA130_SB78.txt,,,Alien,,,,,,N,
Ohio,130,SB85,,,https://legislature.ohio.gov/legislation/130/sb85,ohio_bill_texts\GA130_SB85.txt,,,Foreign,,,,,,N,
Ohio,130,SB86,,,https://legislature.ohio.gov/legislation/130/sb86,ohio_bill_texts\GA130_SB86.txt,,,Foreign,,,,,,N,
Ohio,130,SB96,,,https://legislature.ohio.gov/legislation/130/sb96,ohio_bill_texts\GA130_SB96.txt,,,Citizenship; Foreign,,,,,,N,
Ohio,130,SB98,,,https://legislature.ohio.gov/legislation/130/sb98,ohio_bill_texts\GA130_SB98.txt,,,Foreign,,,,,,N,
Ohio,130,SB109,,,https://legislature.ohio.gov/legislation/130/sb109,ohio_bill_texts\GA130_SB109.txt,,,Citizenship; Border,,,,,,N,
Ohio,130,SB110,,,https://legislature.ohio.gov/legislation/130/sb110,ohio_bill_texts\GA130_SB110.txt,,,Immigration; Citizenship; Foreign,,,,,,N,
Ohio,130,SB123,,,https://legislature.ohio.gov/legislation/130/sb123,ohio_bill_texts\GA130_SB123.txt,,,Foreign,,,,,,N,
Ohio,130,SB125,,,https://legislature.ohio.gov/legislation/130/sb125,ohio_bill_texts\GA130_SB125.txt,,,Citizenship,,,,,,N,
Ohio,130,SB128,,,https://legislature.ohio.gov/legislation/130/sb128,ohio_bill_texts\GA130_SB128.txt,,,Citizenship,,,,,,N,
Ohio,130,SB134,,,https://legislature.ohio.gov/legislation/130/sb134,ohio_bill_texts\GA130_SB134.txt,,,Foreign,,,,,,N,
Ohio,130,SB140,,,https://legislature.ohio.gov/legislation/130/sb140,ohio_bill_texts\GA130_SB140.txt,,,Alien; Foreign,,,,,,N,
Ohio,130,SB144,,,https://legislature.ohio.gov/legislation/130/sb144,ohio_bill_texts\GA130_SB144.txt,,,Immigration,,,,,,N,
Ohio,130,SB150,,,https://legislature.ohio.gov/legislation/130/sb150,ohio_bill_texts\GA130_SB150.txt,,,Border,,,,,,N,
Ohio,130,SB171,,,https://legislature.ohio.gov/legislation/130/sb171,ohio_bill_texts\GA130_SB171.txt,,,Immigration; Foreign,,,,,,N,
Ohio,130,SB176,,,https://legislature.ohio.gov/legislation/130/sb176,ohio_bill_texts\GA130_SB176.txt,,,Immigration; Alien,,,,,,N,
Ohio,130,SB193,,,https://legislature.ohio.gov/legislation/130/sb193,ohio_bill_texts\GA130_SB193.txt,,,Border,,,,,,N,
Ohio,130,SB195,,,https://legislature.ohio.gov/legislation/130/sb195,ohio_bill_texts\GA130_SB195.txt,,,Foreign,,,,,,N,
Ohio,130,SB202,,,https://legislature.ohio.gov/legislation/130/sb202,ohio_bill_texts\GA130_SB202.txt,,,Foreign,,,,,,N,
Ohio,130,SB203,,,https://legislature.ohio.gov/legislation/130/sb203,ohio_bill_texts\GA130_SB203.txt,,,Foreign,,,,,,N,
Ohio,130,SB204,,,https://legislature.ohio.gov/legislation/130/sb204,ohio_bill_texts\GA130_SB204.txt,,,Citizenship,,,,,,N,
Ohio,130,SB207,,,https://legislature.ohio.gov/legislation/130/sb207,ohio_bill_texts\GA130_SB207.txt,,,Immigration; Foreign,,,,,,N,
Ohio,130,SB224,,,https://legislature.ohio.gov/legislation/130/sb224,ohio_bill_texts\GA130_SB224.txt,,,Foreign,,,,,,N,
Ohio,130,SB232,,,https://legislature.ohio.gov/legislation/130/sb232,ohio_bill_texts\GA130_SB232.txt,,,Foreign,,,,,,N,
Ohio,130,SB235,,,https://legislature.ohio.gov/legislation/130/sb235,ohio_bill_texts\GA130_SB235.txt,,,Foreign,,,,,,N,
Ohio,130,SB243,,,https://legislature.ohio.gov/legislation/130/sb243,ohio_bill_texts\GA130_SB243.txt,,,Foreign,,,,,,N,
Ohio,130,SB250,,,https://legislature.ohio.gov/legislation/130/sb250,ohio_bill_texts\GA130_SB250.txt,,,Immigration; Foreign,,,,,,N,
Ohio,130,SB258,,,https://legislature.ohio.gov/legislation/130/sb258,ohio_bill_texts\GA130_SB258.txt,,,Foreign,,,,,,N,
Ohio,130,SB268,,,https://legislature.ohio.gov/legislation/130/sb268,ohio_bill_texts\GA130_SB268.txt,,,Border,,,,,,N,
Ohio,130,SB287,,,https://legislature.ohio.gov/legislation/130/sb287,ohio_bill_texts\GA130_SB287.txt,,,Foreign,,,,,,N,
Ohio,130,SB292,,,https://legislature.ohio.gov/legislation/130/sb292,ohio_bill_texts\GA130_SB292.txt,,,Foreign,,,,,,N,
Ohio,130,SB293,,,https://legislature.ohio.gov/legislation/130/sb293,ohio_bill_texts\GA130_SB293.txt,,,Foreign,,,,,,N,
Ohio,130,SB303,,,https://legislature.ohio.gov/legislation/130/sb303,ohio_bill_texts\GA130_SB303.txt,,,Foreign,,,,,,N,
Ohio,130,SB318,,,https://legislature.ohio.gov/legislation/130/sb318,ohio_bill_texts\GA130_SB318.txt,,,Foreign,,,,,,N,
Ohio,130,SB323,,,https://legislature.ohio.gov/legislation/130/sb323,ohio_bill_texts\GA130_SB323.txt,,,Foreign,,,,,,N,
Ohio,130,SB332,,,https://legislature.ohio.gov/legislation/130/sb332,ohio_bill_texts\GA130_SB332.txt,,,Border,,,,,,N,
Ohio,130,SB335,,,https://legislature.ohio.gov/legislation/130/sb335,ohio_bill_texts\GA130_SB335.txt,,,Foreign,,,,,,N,
Ohio,130,SB338,,,https://legislature.ohio.gov/legislation/130/sb338,ohio_bill_texts\GA130_SB338.txt,,,Foreign,,,,,,N,
Ohio,130,SB347,,,https://legislature.ohio.gov/legislation/130/sb347,ohio_bill_texts\GA130_SB347.txt,,,Foreign,,,,,,N,
Ohio,130,SB349,,,https://legislature.ohio.gov/legislation/130/sb349,ohio_bill_texts\GA130_SB349.txt,,,Citizenship,,,,,,N,
Ohio,130,SB355,,,https://legislature.ohio.gov/legislation/130/sb355,ohio_bill_texts\GA130_SB355.txt,,,Citizenship,,,,,,N,
Ohio,130,SB367,,,https://legislature.ohio.gov/legislation/130/sb367,ohio_bill_texts\GA130_SB367.txt,,,Foreign,,,,,,N,
Ohio,130,SB386,,,https://legislature.ohio.gov/legislation/130/sb386,ohio_bill_texts\GA130_SB386.txt,,,Foreign,,,,,,N,
Ohio,130,SB390,,,https://legislature.ohio.gov/legislation/130/sb390,ohio_bill_texts\GA130_SB390.txt,,,Foreign,,,,,,N,
Ohio,130,HB2,,,https://legislature.ohio.gov/legislation/130/hb2,ohio_bill_texts\GA130_HB2.txt,,,Immigration; Alien,,,,,,N,
Ohio,130,HB15,,,https://legislature.ohio.gov/legislation/130/hb15,ohio_bill_texts\GA130_HB15.txt,,,Foreign,,,,,,N,
Ohio,130,HB22,,,https://legislature.ohio.gov/legislation/130/hb22,ohio_bill_texts\GA130_HB22.txt,,,Immigration; Alien,,,,,,N,
Ohio,130,HB26,,,https://legislature.ohio.gov/legislation/130/hb26,ohio_bill_texts\GA130_HB26.txt,,,Foreign,,,,,,N,
Ohio,130,HB35,,,https://legislature.ohio.gov/legislation/130/hb35,ohio_bill_texts\GA130_HB35.txt,,,Foreign,,,,,,N,
Ohio,130,HB38,,,https://legislature.ohio.gov/legislation/130/hb38,ohio_bill_texts\GA130_HB38.txt,,,Border; Foreign,,,,,,N,
Ohio,130,HB51,,,https://legislature.ohio.gov/legislation/130/hb51,ohio_bill_texts\GA130_HB51.txt,,,Border; Foreign,,,,,,N,
