State,GA,Policy (bill) identifier,Policy sponsor,Policy sponsor party,Link to bill,bill text,Cosponsor,Act identifier,Matched keywords,Introduced date,Effective date,Passed introduced chamber date,Passed second chamber date,Dead date,Enacted (Y/N),Enacted Date
Ohio,136,SB1,Jerry C. Cirino,,https://legislature.ohio.gov/legislation/136/sb1,ohio_bill_texts\GA136_SB1.txt,Andrew O. Brenner; Brian M. Chavez; Al Cutrona; Stephen A. Huffman; Terry Johnson; Kyle Koehler; George F. Lang; Susan Manchester; Sandra O'Brien; Bill Reineke; Kristina D. Roegner; Mark Romanchuk; Tim Schaffer; Jane M. Timken; Shane Wilkin; Tim Barhorst; Adam C. Bird; Gary Click; Meredith Craig; Rodney Creech; Levi Dean; Steve Demetriou; Michael D. Dovilla; Tex Fischer; Sarah Fowler Arthur; Jennifer Gross; Thomas Hall; Mark Hiner; Marilyn John; Angela N. King; Beth Lear; Brian Lorenz; Adam Mathews; Ty D. Mathews; Riordan T. McClain; Melanie Miller; Johnathan Newman; Phil Plummer; Kevin Ritter; Monica Robb Blasdel; Brian Stewart; David Thomas; Josh Williams; Bernard Willis; Heidi Workman; Tom Young,,Immigration; Citizenship; Foreign,,,,,,N,
Ohio,136,SB7,Terry Johnson,,https://legislature.ohio.gov/legislation/136/sb7,ohio_bill_texts\GA136_SB7.txt,"Nickie J. Antonio; Willis E. Blackshear, Jr.; Andrew O. Brenner; Jerry C. Cirino; Al Cutrona; William P. DeMora; Theresa Gavarone; Paula Hicks-Hudson; Stephen A. Huffman; Catherine D. Ingram; Al Landis; Beth Liston; Sandra O'Brien; Thomas F. Patton; Bill Reineke; Michele Reynolds; Kristina D. Roegner; Mark Romanchuk; Tim Schaffer; Jane M. Timken; Casey Weinstein; Shane Wilkin",,Foreign,,,,,,N,
Ohio,136,SB10,Steve Wilson; George F. Lang,,https://legislature.ohio.gov/legislation/136/sb10,ohio_bill_texts\GA136_SB10.txt,,,Foreign,,,,,,N,
Ohio,136,SB11,"Louis W. Blessing, III; William P. DeMora",,https://legislature.ohio.gov/legislation/136/sb11,ohio_bill_texts\GA136_SB11.txt,Kent Smith,,Immigration; Visa,,,,,,N,
Ohio,136,SB28,"Louis W. Blessing, III; Nickie J. Antonio",,https://legislature.ohio.gov/legislation/136/sb28,ohio_bill_texts\GA136_SB28.txt,Hearcel F. Craig; Paula Hicks-Hudson; Casey Weinstein,,Foreign,,,,,,N,
Ohio,136,SB36,Jerry C. Cirino; George F. Lang,,https://legislature.ohio.gov/legislation/136/sb36,ohio_bill_texts\GA136_SB36.txt,,,Foreign,,,,,,N,
Ohio,136,SB43,Sandra O'Brien; George F. Lang,,https://legislature.ohio.gov/legislation/136/sb43,ohio_bill_texts\GA136_SB43.txt,,,Border,,,,,,N,
Ohio,136,SB56,Stephen A. Huffman,,https://legislature.ohio.gov/legislation/136/sb56,ohio_bill_texts\GA136_SB56.txt,Andrew O. Brenner; Jerry C. Cirino; Bill Reineke; Michele Reynolds; Tim Schaffer; Steve Wilson; Sean P. Brennan; Darnell T. Brewer; Karen Brownlee; Jamie Callender; Sarah Fowler Arthur; Latyna M. Humphrey; Marilyn John; Johnathan Newman; Mike Odioso; Phil Plummer; Mark Sigrist; Brian Stewart; Eric Synenberg; Josh Williams; Bernard Willis; Tom Young,,Foreign,,,,,,N,
Ohio,136,SB58,Hearcel F. Craig; Michele Reynolds,,https://legislature.ohio.gov/legislation/136/sb58,ohio_bill_texts\GA136_SB58.txt,William P. DeMora; Catherine D. Ingram; Kent Smith; Casey Weinstein,,Foreign,,,,,,N,
Ohio,136,SB59,Al Cutrona; Tim Schaffer,,https://legislature.ohio.gov/legislation/136/sb59,ohio_bill_texts\GA136_SB59.txt,Terry Johnson; Kyle Koehler; Shane Wilkin,,Foreign,,,,,,N,
Ohio,136,SB67,Beth Liston; Mark Romanchuk,,https://legislature.ohio.gov/legislation/136/sb67,ohio_bill_texts\GA136_SB67.txt,,,Citizenship,,,,,,N,
Ohio,136,SB78,Paula Hicks-Hudson; William P. DeMora,,https://legislature.ohio.gov/legislation/136/sb78,ohio_bill_texts\GA136_SB78.txt,Nickie J. Antonio; Hearcel F. Craig; Beth Liston; Kent Smith; Casey Weinstein,,Migrant,,,,,,N,
Ohio,136,SB79,"Louis W. Blessing, III; Willis E. Blackshear, Jr.",,https://legislature.ohio.gov/legislation/136/sb79,ohio_bill_texts\GA136_SB79.txt,,,Foreign,,,,,,N,
Ohio,136,SB85,Kent Smith; Hearcel F. Craig,,https://legislature.ohio.gov/legislation/136/sb85,ohio_bill_texts\GA136_SB85.txt,"Nickie J. Antonio; Willis E. Blackshear, Jr.; Louis W. Blessing, III; Jerry C. Cirino; William P. DeMora; Theresa Gavarone; Catherine D. Ingram; Al Landis; George F. Lang; Beth Liston; Thomas F. Patton; Bill Reineke; Michele Reynolds; Kristina D. Roegner; Mark Romanchuk; Tim Schaffer; Jane M. Timken; Casey Weinstein; Steve Wilson",,Citizenship,,,,,,N,
Ohio,136,SB86,Stephen A. Huffman; Shane Wilkin,,https://legislature.ohio.gov/legislation/136/sb86,ohio_bill_texts\GA136_SB86.txt,Nickie J. Antonio; Hearcel F. Craig; Al Cutrona; William P. DeMora; Theresa Gavarone; Kyle Koehler; Al Landis; Beth Liston; Sandra O'Brien; Thomas F. Patton; Bill Reineke; Tim Schaffer; Kent Smith; Jane M. Timken; Steve Wilson,,Citizenship; Foreign,,,,,,N,
Ohio,136,SB88,Terry Johnson,,https://legislature.ohio.gov/legislation/136/sb88,ohio_bill_texts\GA136_SB88.txt,,,Foreign,,,,,,N,
Ohio,136,HB1,Angela N. King; Roy Klopfenstein,,https://legislature.ohio.gov/legislation/136/hb1,ohio_bill_texts\GA136_HB1.txt,"Tim Barhorst; Adam C. Bird; Sean P. Brennan; Thaddeus J. Claggett; Gary Click; Rodney Creech; Jack K. Daniels; Levi Dean; Kellie Deeter; Steve Demetriou; Michael D. Dovilla; Ron Ferguson; Tex Fischer; Sarah Fowler Arthur; Haraz N. Ghanbari; Jennifer Gross; Thomas Hall; Mark Hiner; Adam Holmes; James M. Hoops; Latyna M. Humphrey; Marilyn John; Mark Johnson; Matthew Kishman; Brian Lampton; Beth Lear; Brian Lorenz; Adam Mathews; Ty D. Mathews; Riordan T. McClain; Kevin D. Miller; Melanie Miller; Diane Mullins; Johnathan Newman; Scott Oelslager; Justin Pizzulli; Phil Plummer; Sharon A. Ray; Tracy M. Richardson; Kevin Ritter; Monica Robb Blasdel; Elgin Rogers, Jr.; Nick Santucci; Jean Schmidt; Mark Sigrist; Brian Stewart; D. J. Swearingen; David Thomas; Jim Thomas; Josh Williams; Bernard Willis; Heidi Workman; Tom Young",,Foreign,,,,,,N,
Ohio,136,HB5,Josh Williams; Bernard Willis,,https://legislature.ohio.gov/legislation/136/hb5,ohio_bill_texts\GA136_HB5.txt,Tim Barhorst; Adam C. Bird; Gary Click; Rodney Creech; Jack K. Daniels; Tex Fischer; Sarah Fowler Arthur; Jennifer Gross; Adam Holmes; Mark Johnson; Matthew Kishman; Roy Klopfenstein; Brian Lampton; Beth Lear; Adam Mathews; Riordan T. McClain; Kevin D. Miller; Melanie Miller; Diane Mullins; Johnathan Newman; Mike Odioso; Scott Oelslager; Phil Plummer; Sharon A. Ray; Monica Robb Blasdel; Jodi Salvo; Jean Schmidt; Brian Stewart; David Thomas,,Immigration; Citizenship; Alien; Visa; Foreign,,,,,,N,
Ohio,136,HB6,Tom Young,,https://legislature.ohio.gov/legislation/136/hb6,ohio_bill_texts\GA136_HB6.txt,,,Immigration; Citizenship; Foreign,,,,,,N,
Ohio,136,HB7,Andrea White; Sharon A. Ray,,https://legislature.ohio.gov/legislation/136/hb7,ohio_bill_texts\GA136_HB7.txt,,,Migrant; Border,,,,,,N,
Ohio,136,HB26,Josh Williams; Tex Fischer,,https://legislature.ohio.gov/legislation/136/hb26,ohio_bill_texts\GA136_HB26.txt,Adam C. Bird; Sarah Fowler Arthur; Jennifer Gross; Thomas Hall; Mark Hiner; Mark Johnson; Angela N. King; Roy Klopfenstein; Beth Lear; Ty D. Mathews; Kevin D. Miller; Monica Robb Blasdel; Jean Schmidt,,Immigration; Citizenship; Alien,,,,,,N,
Ohio,136,HB27,Jamie Callender; Daniel P. Troy,,https://legislature.ohio.gov/legislation/136/hb27,ohio_bill_texts\GA136_HB27.txt,"Nickie J. Antonio; Andrew O. Brenner; Jerry C. Cirino; Hearcel F. Craig; William P. DeMora; Theresa Gavarone; Paula Hicks-Hudson; Terry Johnson; Al Landis; Beth Liston; Sandra O'Brien; Thomas F. Patton; Bill Reineke; Kristina D. Roegner; Mark Romanchuk; Tim Schaffer; Kent Smith; Jane M. Timken; Casey Weinstein; Shane Wilkin; Tim Barhorst; Sean P. Brennan; Darnell T. Brewer; Gary Click; Steve Demetriou; Sarah Fowler Arthur; Haraz N. Ghanbari; Michele Grim; Jennifer Gross; Derrick Hall; Adam Holmes; Dani Isaacsohn; Dontavius L. Jarrells; Brian Lorenz; Ty D. Mathews; Joseph A. Miller, III; Ismail Mohamed; Bob Peterson; Justin Pizzulli; Elgin Rogers, Jr.; C. Allison Russo; Mark Sigrist; Terrence Upchurch; Erika White; Josh Williams; Bernard Willis",,Citizenship,,,,,,N,
Ohio,136,HB42,Tex Fischer; Josh Williams,,https://legislature.ohio.gov/legislation/136/hb42,ohio_bill_texts\GA136_HB42.txt,Adam C. Bird; Gary Click; Levi Dean; Jennifer Gross; Mark Johnson; Angela N. King; Roy Klopfenstein; Beth Lear; Jean Schmidt; David Thomas; Heidi Workman,,Immigration; Citizenship; Alien,,,,,,N,
Ohio,136,HB45,Cecil Thomas; Rachel B. Baker,,https://legislature.ohio.gov/legislation/136/hb45,ohio_bill_texts\GA136_HB45.txt,"Sean P. Brennan; Karen Brownlee; Ismail Mohamed; Beryl Brown Piccolantonio; Tristan Rader; Elgin Rogers, Jr.; C. Allison Russo; Anita Somani; Bride Rose Sweeney; Terrence Upchurch",,Immigration; Citizenship; Alien,,,,,,N,
Ohio,136,HB46,Cecil Thomas; Michele Grim,,https://legislature.ohio.gov/legislation/136/hb46,ohio_bill_texts\GA136_HB46.txt,Munira Abdullahi; Sean P. Brennan; Juanita O. Brent; Dani Isaacsohn; Ismail Mohamed; Beryl Brown Piccolantonio; Tristan Rader; C. Allison Russo; Bride Rose Sweeney; Eric Synenberg; Terrence Upchurch,,Immigration; Citizenship; Alien; Visa; Foreign,,,,,,N,
