State,GA,Policy (bill) identifier,Policy sponsor,Policy sponsor party,Link to bill,bill text,Cosponsor,Enacted (Y/N),Act identifier,Enacted Date,Matched keywords
Iowa,82,HF764,"COMMITTEE ON ECONOMIC GROWTH (SUCCESSOR TO HSB 227) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF764&ga=82,bill_texts/GA82/HF764.txt,,,Chapter 64,,Visa
Iowa,82,HF760,"COMMITTEE ON PUBLIC SAFETY (SUCCESSOR TO HF 257) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF760&ga=82,bill_texts/GA82/HF760.txt,,,Chapter 232,,Foreign
Iowa,82,HF758,"COMMITTEE ON STATE GOVERNMENT (SUCCESSOR TO HSB 41) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF758&ga=82,bill_texts/GA82/HF758.txt,,,,,Foreign
Iowa,82,HF750,"COMMITTEE ON HUMAN RESOURCES (SUCCESSOR TO HSB 211) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF750&ga=82,bill_texts/GA82/HF750.txt,,,Chapter 2,,Foreign
Iowa,82,HF735,"WHITAKER Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF735&ga=82,bill_texts/GA82/HF735.txt,,,,,Foreign
Iowa,82,HF710,"WISE Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF710&ga=82,bill_texts/GA82/HF710.txt,,,Chapter 1182,,Foreign
Iowa,82,HF897,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF897&ga=82,bill_texts/GA82/HF897.txt,,,Chapter 103,,Foreign
Iowa,82,HF875,"COMMITTEE ON JUDICIARY (SUCCESSOR TO HSB 264) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF875&ga=82,bill_texts/GA82/HF875.txt,,,Chapter 1,,Foreign
Iowa,82,HF863,"COMMITTEE ON STATE GOVERNMENT (SUCCESSOR TO HF 68) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF863&ga=82,bill_texts/GA82/HF863.txt,,,,,Foreign
Iowa,82,HF854,"COMMITTEE ON EDUCATION (SUCCESSOR TO HSB 250) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF854&ga=82,bill_texts/GA82/HF854.txt,,,Chapter 75,,Visa
Iowa,82,HF807,"COMMITTEE ON STATE GOVERNMENT (SUCCESSOR TO HF 230) (COMPANION TO SF 361 BY COMMITTEE ON STATE GOVERNMENT) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF807&ga=82,bill_texts/GA82/HF807.txt,,,Chapter 411,,Foreign
Iowa,82,HF925,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF925&ga=82,bill_texts/GA82/HF925.txt,,,Chapter 148,,Foreign
Iowa,82,HF924,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF924&ga=82,bill_texts/GA82/HF924.txt,,,,,Foreign
Iowa,82,HF923,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF923&ga=82,bill_texts/GA82/HF923.txt,,,Chapter 524,,Visa
Iowa,82,HF918,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF918&ga=82,bill_texts/GA82/HF918.txt,,,,,Foreign
Iowa,82,HF912,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF912&ga=82,bill_texts/GA82/HF912.txt,,,,,Foreign
Iowa,82,HF909,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF909&ga=82,bill_texts/GA82/HF909.txt,,,Chapter 208,,"Migrant, Foreign"
Iowa,82,SF78,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF78&ga=82,bill_texts/GA82/SF78.txt,,,,,Foreign
Iowa,82,SF74,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF74&ga=82,bill_texts/GA82/SF74.txt,,,Chapter 411,,"Border, Foreign"
Iowa,82,SF62,"COMMITTEE ON EDUCATION (SUCCESSOR TO SSB 1021) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF62&ga=82,bill_texts/GA82/SF62.txt,,,Chapter 299,,"Visa, Foreign"
Iowa,82,SF53,"COMMITTEE ON WAYS AND MEANS (SUCCESSOR TO SF 21) (COMPANION TO HF 95) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF53&ga=82,bill_texts/GA82/SF53.txt,,,Chapter 1141,,Border
Iowa,82,SF42,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF42&ga=82,bill_texts/GA82/SF42.txt,,,,,Foreign
Iowa,82,SF38,"McCOY Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF38&ga=82,bill_texts/GA82/SF38.txt,,,Chapter 537,,Visa
Iowa,82,SF21,"FRAISE and COURTNEY Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF21&ga=82,bill_texts/GA82/SF21.txt,,,Chapter 1141,,Border
Iowa,82,SF200,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF200&ga=82,bill_texts/GA82/SF200.txt,,,,,Border
Iowa,82,SF163,"QUIRMBACH, BEALL, DANIELSON, DEARDEN, HANCOCK, HECKROTH, McCOY, RIELLY, and WARNSTADT (COMPANION TO HF 254 BY HEDDENS) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF163&ga=82,bill_texts/GA82/SF163.txt,,,,,Foreign
Iowa,82,SF129,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF129&ga=82,bill_texts/GA82/SF129.txt,,,,,Foreign
Iowa,82,SF290,"KETTERING Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF290&ga=82,bill_texts/GA82/SF290.txt,,,Chapter 226,,Visa
Iowa,82,SF272,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF272&ga=82,bill_texts/GA82/SF272.txt,,,Chapter 64,,Foreign
Iowa,82,SF267,"BOLKCOM (COMPANION TO LSB 2491HH BY FORD) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF267&ga=82,bill_texts/GA82/SF267.txt,,,,,Citizenship
Iowa,82,SF250,"COMMITTEE ON NATURAL RESOURCES AND ENVIRONMENT (SUCCESSOR TO SSB 1067) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF250&ga=82,bill_texts/GA82/SF250.txt,,,Chapter 422,,"Citizenship, Alien"
Iowa,82,SF397,"COMMITTEE ON EDUCATION (SUCCESSOR TO SSB 1023) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF397&ga=82,bill_texts/GA82/SF397.txt,,,,,"Visa, Foreign"
Iowa,82,SF377,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF377&ga=82,bill_texts/GA82/SF377.txt,,,,,"Citizenship, Foreign"
Iowa,82,SF370,"COMMITTEE ON COMMERCE (SUCCESSOR TO SF 38) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF370&ga=82,bill_texts/GA82/SF370.txt,,,Chapter 537,,Visa
Iowa,82,SF361,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF361&ga=82,bill_texts/GA82/SF361.txt,,,Chapter 411,,Foreign
Iowa,82,SF333,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF333&ga=82,bill_texts/GA82/SF333.txt,,,Chapter 490,,Alien
Iowa,82,SF500,"COMMITTEE ON ECONOMIC GROWTH (SUCCESSOR TO SSB 1298) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF500&ga=82,bill_texts/GA82/SF500.txt,,,Chapter 469,,Foreign
Iowa,82,SF492,"COMMITTEE ON JUDICIARY (SUCCESSOR TO SSB 1232) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF492&ga=82,bill_texts/GA82/SF492.txt,,,,,Alien
Iowa,82,SF459,"COMMITTEE ON HUMAN RESOURCES (SUCCESSOR TO SSB 1136) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF459&ga=82,bill_texts/GA82/SF459.txt,,,Chapter 600,,Foreign
Iowa,82,SF456,"COMMITTEE ON JUDICIARY (SUCCESSOR TO SSB 1050) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF456&ga=82,bill_texts/GA82/SF456.txt,,,Chapter 232,,Foreign
Iowa,82,SF442,"COMMITTEE ON COMMERCE (SUCCESSOR TO SSB 1175) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF442&ga=82,bill_texts/GA82/SF442.txt,,,,,Foreign
Iowa,82,SF436,"COMMITTEE ON JUDICIARY (SUCCESSOR TO SSB 1283) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF436&ga=82,bill_texts/GA82/SF436.txt,,,,,Alien
Iowa,82,SF433,"COMMITTEE ON TRANSPORTATION (SUCCESSOR TO SF 163) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF433&ga=82,bill_texts/GA82/SF433.txt,,,,,Foreign
Iowa,82,SF431,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF431&ga=82,bill_texts/GA82/SF431.txt,,,Chapter 64,,Visa
Iowa,82,SF430,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF430&ga=82,bill_texts/GA82/SF430.txt,,,,,Foreign
Iowa,82,SF423,"McKINLEY Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF423&ga=82,bill_texts/GA82/SF423.txt,,,Chapter 2,,"Immigration, Citizenship"
Iowa,82,SF401,"COMMITTEE ON TRANSPORTATION (SUCCESSOR TO SSB 1137) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF401&ga=82,bill_texts/GA82/SF401.txt,,,Chapter 4,,Foreign
Iowa,82,SF599,"COMMITTEE ON APPROPRIATIONS (SUCCESSOR TO SSB 1348) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF599&ga=82,bill_texts/GA82/SF599.txt,,,Chapter 469,,Foreign
Iowa,82,SF596,"COMMITTEE ON WAYS AND MEANS (SUCCESSOR TO SSB 1075) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF596&ga=82,bill_texts/GA82/SF596.txt,,,Chapter 524,,Visa
Iowa,82,SF593,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF593&ga=82,bill_texts/GA82/SF593.txt,,,Chapter 232,,Foreign
Iowa,82,SF591,"COMMITTEE ON WAYS AND MEANS (SUCCESSOR TO SF 250) (SUCCESSOR TO SSB 1067) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF591&ga=82,bill_texts/GA82/SF591.txt,,,Chapter 422,,"Citizenship, Alien"
Iowa,82,SF575,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF575&ga=82,bill_texts/GA82/SF575.txt,,,Chapter 815,,Foreign
Iowa,82,SF569,"COMMITTEE ON WAYS AND MEANS (SUCCESSOR TO SF 536) (SUCCESSOR TO SSB 1195) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF569&ga=82,bill_texts/GA82/SF569.txt,,,Chapter 148,,Foreign
Iowa,82,SF562,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF562&ga=82,bill_texts/GA82/SF562.txt,,,Chapter 188,,"Immigration, Alien, Border"
Iowa,82,SF561,"COMMITTEE ON HUMAN RESOURCES (SUCCESSOR TO SSB 1239) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF561&ga=82,bill_texts/GA82/SF561.txt,,,Chapter 2,,Foreign
Iowa,82,SF559,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF559&ga=82,bill_texts/GA82/SF559.txt,,,Chapter 156,,Foreign
Iowa,82,SF557,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF557&ga=82,bill_texts/GA82/SF557.txt,,,Chapter 537,,Visa
Iowa,82,SF547,"CONNOLLY Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF547&ga=82,bill_texts/GA82/SF547.txt,,,,,Foreign
Iowa,82,SF543,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF543&ga=82,bill_texts/GA82/SF543.txt,,,,,Border
Iowa,82,SF536,"COMMITTEE ON HUMAN RESOURCES (SUCCESSOR TO SSB 1195) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF536&ga=82,bill_texts/GA82/SF536.txt,,,Chapter 148,,Foreign
Iowa,82,SF535,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF535&ga=82,bill_texts/GA82/SF535.txt,,,Chapter 554,,Foreign
Iowa,82,SF534,"COMMITTEE ON JUDICIARY (SUCCESSOR TO SSB 1280) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF534&ga=82,bill_texts/GA82/SF534.txt,,,Chapter 232,,Foreign
Iowa,82,SF530,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF530&ga=82,bill_texts/GA82/SF530.txt,,,,,Foreign
Iowa,82,SF518,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF518&ga=82,bill_texts/GA82/SF518.txt,,,Chapter 515,,Foreign
Iowa,82,SF601,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF601&ga=82,bill_texts/GA82/SF601.txt,,,Chapter 20,,Foreign
Iowa,82,HSB52,"(PROPOSED DEPARTMENT OF WORKFORCE DEVELOPMENT BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB52&ga=82,bill_texts/GA82/HSB52.txt,,,,,Foreign
Iowa,82,HSB41,"(PROPOSED DEPARTMENT OF INSPECTIONS AND APPEALS/ IOWA RACING AND GAMING COMMISSION BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB41&ga=82,bill_texts/GA82/HSB41.txt,,,,,Foreign
Iowa,82,HSB35,"(PROPOSED DEPARTMENT OF NATURAL RESOURCES BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB35&ga=82,bill_texts/GA82/HSB35.txt,,,Chapter 422,,"Citizenship, Alien"
Iowa,82,HSB32,"(PROPOSED DEPARTMENT OF NATURAL RESOURCES BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB32&ga=82,bill_texts/GA82/HSB32.txt,,,,,Foreign
Iowa,82,HSB20,"(PROPOSED DEPARTMENT OF PUBLIC HEALTH BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB20&ga=82,bill_texts/GA82/HSB20.txt,,,Chapter 411,,"Border, Foreign"
Iowa,82,HSB17,"(PROPOSED DEPARTMENT OF EDUCATION BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB17&ga=82,bill_texts/GA82/HSB17.txt,,,,,"Visa, Foreign"
Iowa,82,HSB16,"(PROPOSED DEPARTMENT OF EDUCATION BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB16&ga=82,bill_texts/GA82/HSB16.txt,,,Chapter 299,,"Visa, Foreign"
Iowa,82,HSB14,"(PROPOSED CIVIL RIGHTS COMMISSION BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB14&ga=82,bill_texts/GA82/HSB14.txt,,,,,Citizenship
Iowa,82,HSB8,"(PROPOSED DEPARTMENT OF TRANSPORTATION BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB8&ga=82,bill_texts/GA82/HSB8.txt,,,Chapter 322,,Foreign
Iowa,82,HSB196,"(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON SWAIM) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB196&ga=82,bill_texts/GA82/HSB196.txt,,,Chapter 64,,Foreign
Iowa,82,HSB195,"(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON SWAIM) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB195&ga=82,bill_texts/GA82/HSB195.txt,,,Chapter 490,,Alien
Iowa,82,HSB190,"(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON SWAIM) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB190&ga=82,bill_texts/GA82/HSB190.txt,,,,,Foreign
Iowa,82,HSB186,"(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON SWAIM) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB186&ga=82,bill_texts/GA82/HSB186.txt,,,Chapter 14,,Visa
Iowa,82,HSB183,"(PROPOSED DEPARTMENT OF PUBLIC HEALTH BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB183&ga=82,bill_texts/GA82/HSB183.txt,,,Chapter 148,,Foreign
Iowa,82,HSB163,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB163&ga=82,bill_texts/GA82/HSB163.txt,,,,,Foreign
Iowa,82,HSB153,"(PROPOSED COMMITTEE ON STATE GOVERNMENT BILL BY CHAIRPERSON JOCHUM) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB153&ga=82,bill_texts/GA82/HSB153.txt,,,,,Citizenship
Iowa,82,HSB143,"(PROPOSED DEPARTMENT OF HUMAN SERVICES BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB143&ga=82,bill_texts/GA82/HSB143.txt,,,Chapter 600,,Foreign
Iowa,82,HSB132,"(PROPOSED JUDICIAL BRANCH BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB132&ga=82,bill_texts/GA82/HSB132.txt,,,Chapter 232,,Foreign
Iowa,82,HSB131,"(PROPOSED COMMITTEE ON COMMERCE BILL BY CHAIRPERSON PETERSEN) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB131&ga=82,bill_texts/GA82/HSB131.txt,,,,,Foreign
Iowa,82,HSB120,"(PROPOSED DEPARTMENT OF COMMERCE/INSURANCE DIVISION BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB120&ga=82,bill_texts/GA82/HSB120.txt,,,Chapter 1,,"Alien, Foreign"
Iowa,82,HSB106,"(PROPOSED DEPARTMENT OF REVENUE BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB106&ga=82,bill_texts/GA82/HSB106.txt,,,Chapter 524,,Visa
Iowa,82,HSB290,"(PROPOSED COMMITTEE ON APPROPRIATIONS BILL BY JOINT APPROPRIATIONS SUBCOMMITTEE ON ECONOMIC DEVELOPMENT) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB290&ga=82,bill_texts/GA82/HSB290.txt,,,Chapter 188,,"Immigration, Alien, Border"
Iowa,82,HSB286,"(PROPOSED COMMITTEE ON STATE GOVERNMENT BILL BY CHAIRPERSON JOCHUM) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB286&ga=82,bill_texts/GA82/HSB286.txt,,,Chapter 914,,Citizenship
Iowa,82,HSB264,"(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON SWAIM) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB264&ga=82,bill_texts/GA82/HSB264.txt,,,Chapter 1,,Foreign
Iowa,82,HSB257,"(PROPOSED GOVERNOR'S BUDGET BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB257&ga=82,bill_texts/GA82/HSB257.txt,,,Chapter 553,,Foreign
Iowa,82,HSB250,"(PROPOSED COMMITTEE ON EDUCATION BILL BY CHAIRPERSON WENDT) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB250&ga=82,bill_texts/GA82/HSB250.txt,,,Chapter 423,,Visa
Iowa,82,HSB232,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB232&ga=82,bill_texts/GA82/HSB232.txt,,,,,Visa
Iowa,82,HSB227,"(PROPOSED IOWA FINANCE AUTHORITY BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB227&ga=82,bill_texts/GA82/HSB227.txt,,,Chapter 64,,Visa
Iowa,82,HSB211,"(PROPOSED DEPARTMENT OF HUMAN SERVICES BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB211&ga=82,bill_texts/GA82/HSB211.txt,,,Chapter 2,,Foreign
Iowa,82,HSB201,"(PROPOSED TREASURER OF STATE BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB201&ga=82,bill_texts/GA82/HSB201.txt,,,Chapter 556,,Foreign
Iowa,82,HSB320,"(PROPOSED COMMITTEE ON WAYS AND MEANS BILL BY CHAIRPERSON SHOMSHOR) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB320&ga=82,bill_texts/GA82/HSB320.txt,,,,,Foreign
Iowa,82,HSB318,"(PROPOSED COMMITTEE ON WAYS AND MEANS BILL BY CHAIRPERSON SHOMSHOR) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB318&ga=82,bill_texts/GA82/HSB318.txt,,,Chapter 148,,Foreign
Iowa,82,HSB311,"(PROPOSED COMMITTEE ON WAYS AND MEANS BILL BY CHAIRPERSON SHOMSHOR) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB311&ga=82,bill_texts/GA82/HSB311.txt,,,Chapter 3,,Foreign
Iowa,82,HSB305,"(PROPOSED COMMITTEE ON WAYS AND MEANS BILL BY CHAIRPERSON SHOMSHOR) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB305&ga=82,bill_texts/GA82/HSB305.txt,,,Chapter 469,,Foreign
Iowa,82,HSB304,"(PROPOSED COMMITTEE ON WAYS AND MEANS BILL BY CHAIRPERSON SHOMSHOR) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB304&ga=82,bill_texts/GA82/HSB304.txt,,,Chapter 469,,Foreign
Iowa,82,HSB595,"(PROPOSED DEPARTMENT OF COMMERCE/INSURANCE DIVISION BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB595&ga=82,bill_texts/GA82/HSB595.txt,,,Chapter 490,,Foreign
Iowa,82,HSB578,"(PROPOSED DEPARTMENT OF EDUCATION BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB578&ga=82,bill_texts/GA82/HSB578.txt,,,Chapter 272,,"Visa, Foreign"
Iowa,82,HSB560,"(PROPOSED DEPARTMENT OF TRANSPORTATION BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB560&ga=82,bill_texts/GA82/HSB560.txt,,,,,Foreign
