State,GA,Policy (bill) identifier,Policy sponsor,Policy sponsor party,Link to bill,bill text,Cosponsor,Enacted (Y/N),Act identifier,Enacted Date,Matched keywords
Iowa,80,HF80,"WENDT and WHITEAD JAN 2 9 2003 NATURAL RESOURCES Passed House, Date vote: Ayes Nays Passed Senate, Date vote: Ayes _ __ Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF80&ga=80,bill_texts/GA80/HF80.txt,,,,,Border
Iowa,80,HF23,"TYMESON Passed House, Date Vote: Ayes - - - - - Passed Senate, Date _____ _ Nays ______ _ Vote: Ayes Nays ______ __ Approved ____________________ ___",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF23&ga=80,bill_texts/GA80/HF23.txt,,,,,Migrant
Iowa,80,HF13,"WISE \ 3 Passed House, Date Vote: Ayes - - - - - Nays __ _ Passed Senate, Date Vote: Ayes - - - - - - Nays ___ _ Approved ____________ __",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF13&ga=80,bill_texts/GA80/HF13.txt,,,Chapter 1124,,Foreign
Iowa,80,HF178,"BERRY and SHOULTZ Passed House, Date Vote: Ayes ____ Nays - - - - - - Passed Senate, Date _______ __ Vote: Ayes ____ Nays Approved ____ ______ ___ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF178&ga=80,bill_texts/GA80/HF178.txt,,,,,Citizenship
Iowa,80,HF171,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF171&ga=80,bill_texts/GA80/HF171.txt,,,Chapter 504,,Foreign
Iowa,80,HF151,"EICHHORN • Passed House, Date ------ Vote: Ayes _ _ _ Nays Passed Senate, Date - - - - - - Vote: Ayes Nays Approved __ _____ ___ ___ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF151&ga=80,bill_texts/GA80/HF151.txt,,,,,Alien
Iowa,80,HF149,"CONNORS 'Lt'3 Passed House, Date Vote: Ayes ____ Nays ______ _ Vote: Ayes Passed Senate, Date Nays Approved __________________________ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF149&ga=80,bill_texts/GA80/HF149.txt,,,,,Foreign
Iowa,80,HF101,"MURPHY Passed House, Vote: Ayes __ _ Nays Date Approved Passed Senate, Date Vote: Ayes Nays",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF101&ga=80,bill_texts/GA80/HF101.txt,,,,,Citizenship
Iowa,80,HF287,"JOCHUM Passed House, Date Vote: Ayes ___ Nays Approved Passed Senate, Date Vote: Ayes ___ Nays",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF287&ga=80,bill_texts/GA80/HF287.txt,,,,,Border
Iowa,80,HF272,"JOCHUM .. • Passed House, Date Vote: Ayes Nays Passed Senate, Date Vote: Ayes Nays Approved __________________________ __",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF272&ga=80,bill_texts/GA80/HF272.txt,,,Chapter 1003,,Foreign
Iowa,80,HF262,"TYMESON and HOFFMAN Passed House, Date Vote: Ayes Nays Approved Passed Senate, Date - - - - - - Vote: Ayes Nays",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF262&ga=80,bill_texts/GA80/HF262.txt,,,Chapter 422,,Visa
Iowa,80,HF234,"COMMITTEE ON NATURAL RESOURCES (SUCCESSOR TO HF 80) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF234&ga=80,bill_texts/GA80/HF234.txt,,,Chapter 257,,Border
Iowa,80,HF229,"FOEGE (COMPANION TO LSB 1700SS BY LUNDBY) Passed House, Date Vote: Ayes _ __ Nays Passed Senate, Date Vote: Ayes Nays Approved _ ___ ____ _____ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF229&ga=80,bill_texts/GA80/HF229.txt,,,Chapter 709,,Visa
Iowa,80,HF219,"TYMESON, HOFFMAN, DAVITT, and FREVERT Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF219&ga=80,bill_texts/GA80/HF219.txt,,,Chapter 22,,Visa
Iowa,80,HF212,"TYMESON and HOFFMAN Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF212&ga=80,bill_texts/GA80/HF212.txt,,,Chapter 422,,Visa
Iowa,80,HF399,"COMMITTEE ON ECONOMIC GROWTH (SUCCESSOR TO HSB 58) Passed House, Date - - - - - Vote: Ayes Nays Passed Senate, Date - - - - - - Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF399&ga=80,bill_texts/GA80/HF399.txt,,,,,"Alien, Foreign"
Iowa,80,HF396,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF396&ga=80,bill_texts/GA80/HF396.txt,,,Chapter 669,,Visa
Iowa,80,HF372,"EICHHORN • Passed House, Date __________ _ Passed Senate, Date __________ __ Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF372&ga=80,bill_texts/GA80/HF372.txt,,,Chapter 91,,"Alien, Foreign"
Iowa,80,HF350,"GREINER Passed House, Date vote: Ayes Nays Approved Passed Senate, Date Vote: Ayes ___ Nays",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF350&ga=80,bill_texts/GA80/HF350.txt,,,Chapter 163,,Foreign
Iowa,80,HF327,"FORD Passed House, Date Vote: Ayes ___ Nays Approved Passed Senate, Date Vote: Ayes Nays",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF327&ga=80,bill_texts/GA80/HF327.txt,,,,,Foreign
Iowa,80,HF472,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF472&ga=80,bill_texts/GA80/HF472.txt,,,Chapter 7,,Migrant
Iowa,80,HF468,"GRANZOW and HOGG Passed House, Date - - - - - - Vote: Ayes Nays Passed Senate, Date ____ _ __ Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF468&ga=80,bill_texts/GA80/HF468.txt,,,,,Foreign
Iowa,80,HF450,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF450&ga=80,bill_texts/GA80/HF450.txt,,,,,Alien
Iowa,80,HF448,"COMMITTEE ON COMMERCE, REGULATION AND LABOR (SUCCESSOR TO HSB 31) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF448&ga=80,bill_texts/GA80/HF448.txt,,,Chapter 11,,Alien
Iowa,80,HF445,"FORD • Passed House, Date Vote: Ayes ------ Nays Passed Senate, Date __ ___ __ Vote: Ayes __ __ Nays ____ _ Approved ______________ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF445&ga=80,bill_texts/GA80/HF445.txt,,,,,Citizenship
Iowa,80,HF415,"MASCHER Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF415&ga=80,bill_texts/GA80/HF415.txt,,,Chapter 914,,Citizenship
Iowa,80,HF402,"RAECKER, MADDOX, ELGIN, JOCHUM, and MASCHER Passed House, Date Vote: Ayes Nays Approved Passed Senate, Date Vote: Ayes Nays",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF402&ga=80,bill_texts/GA80/HF402.txt,,,,,Citizenship
Iowa,80,HF534,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF534&ga=80,bill_texts/GA80/HF534.txt,,,Chapter 400,,Foreign
Iowa,80,HF521,"KUHN and WHITAKER Passed House, Date __________ _ Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays ______ _ Approved __________________________ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF521&ga=80,bill_texts/GA80/HF521.txt,,,Chapter 199,,Foreign
Iowa,80,HF514,"T. TAYLOR Passed House, Date - - - - - - Nays ___ _ Vote: Ayes Passed Senate, Date Vote: Ayes - - - Nays ___ _ Approved _____________ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF514&ga=80,bill_texts/GA80/HF514.txt,,,,,Foreign
Iowa,80,HF512,"KUHN and WHITAKER Passed House, Date Vote: Ayes Nays Passed Senate, Date - - - - - - Vote: Ayes Nays Approved __________________ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF512&ga=80,bill_texts/GA80/HF512.txt,,,Chapter 199,,Foreign
Iowa,80,HF700,"COMMITTEE ON APPROPRIATIONS ~ .,. Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF700&ga=80,bill_texts/GA80/HF700.txt,,,Chapter 28,,Foreign
Iowa,80,HF692,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF692&ga=80,bill_texts/GA80/HF692.txt,,,Chapter 444,,Foreign
Iowa,80,HF686,"COMMITTEE ON WAYS AND MEANS (SUCCESSOR TO HSB 313) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF686&ga=80,bill_texts/GA80/HF686.txt,,,,,Visa
Iowa,80,HF683,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF683&ga=80,bill_texts/GA80/HF683.txt,,,Chapter 321,,"Citizenship, Migrant, Visa, Border, Foreign"
Iowa,80,HF647,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF647&ga=80,bill_texts/GA80/HF647.txt,,,Chapter 22,,"Alien, Foreign"
Iowa,80,HF636,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF636&ga=80,bill_texts/GA80/HF636.txt,,,Chapter 42,,"Visa, Foreign"
Iowa,80,HF633,"COMMITTEE ON COMMERCE, REGULATION AND LABOR (SUCCESSOR TO HSB 266) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF633&ga=80,bill_texts/GA80/HF633.txt,,,Chapter 490,,"Alien, Foreign"
Iowa,80,HF617,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF617&ga=80,bill_texts/GA80/HF617.txt,,,,,Foreign
Iowa,80,HF615,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF615&ga=80,bill_texts/GA80/HF615.txt,,,,,Visa
Iowa,80,HF612,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF612&ga=80,bill_texts/GA80/HF612.txt,,,Chapter 91,,Alien
Iowa,80,HF611,"COMMITTEE ON ECONOMIC GROWTH (SUCCESSOR TO HSB 289) Passed House, Date - - - - - - Vote: Ayes Nays Passed Senate, Date Vote: Ayes Nays Approved _ ___ __ _____ __ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF611&ga=80,bill_texts/GA80/HF611.txt,,,Chapter 199,,Foreign
Iowa,80,HF610,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF610&ga=80,bill_texts/GA80/HF610.txt,,,,,Visa
Iowa,80,HF607,"COMMITTEE ON JUDICIARY (SUCCESSOR TO HSB 132) Passed House, Date ________ _ Vote: Ayes ___ Nays __ _ Passed Senate, Date ------- vote: Ayes ___ Nays ___ _ Approved ________________ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF607&ga=80,bill_texts/GA80/HF607.txt,,,Chapter 504,,Foreign
Iowa,80,HF605,"COMMITTEE ON STATE GOVERNMENT (SUCCESSOR TO HSB 113) Passed House, Date Vote: Ayes ___ Nays Approved Passed Senate, Date Vote: Ayes ___ Nays",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF605&ga=80,bill_texts/GA80/HF605.txt,,,,,Citizenship
Iowa,80,SF97,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF97&ga=80,bill_texts/GA80/SF97.txt,,,Chapter 554,,"Border, Foreign"
Iowa,80,SF60,"WARN STADT Passed Senate, Date - - - - - Passed House, Date ----+---- Nays ______ _ Vote: Ayes vote: Ayes Nays Approved ________________________ ___",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF60&ga=80,bill_texts/GA80/SF60.txt,,,,,Border
Iowa,80,SF59,"TINSMAN FILED JAN 28 '0: FILE ~ I .~ Passed Senate, Date - - - - - - Passed House, Date Vote: Ayes Vote: Ayes Nays Nays ___ _ Approved ____________ ___",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF59&ga=80,bill_texts/GA80/SF59.txt,,,Chapter 709,,Visa
Iowa,80,SF41,"MILLER Vote: Ayes Passed House, Date I , Nays . i Passed Senate, Date Vote: Ayes Nays Approved __________________________ __",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF41&ga=80,bill_texts/GA80/SF41.txt,,,Chapter 404,,Foreign
Iowa,80,SF31,"BRUNKHORST (COMPANION TO HF 13 BY WISE) Passed House, Date Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF31&ga=80,bill_texts/GA80/SF31.txt,,,Chapter 1124,,Foreign
Iowa,80,SF172,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF172&ga=80,bill_texts/GA80/SF172.txt,,,Chapter 1124,,Foreign
Iowa,80,SF165,"McKIBBEN Passed House, Date Vote: Ayes __ _ Nays ___ _ Passed Senate, Date Vote: Ayes - - - Nays ___ _ Approved __________________________ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF165&ga=80,bill_texts/GA80/SF165.txt,,,Chapter 35,,Foreign
Iowa,80,SF153,"REHBERG Passed Senate, Date Vote: Ayes Nays Approved Passed House, Date Vote: Ayes Nays ___ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF153&ga=80,bill_texts/GA80/SF153.txt,,,Chapter 5,,Foreign
Iowa,80,SF132,"LUNDBY Passed Senate, Date ---------- vote: Ayes Nays Passed House, Date Vote: Ayes ___ _ Nays Approved _________________________ __",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF132&ga=80,bill_texts/GA80/SF132.txt,,,Chapter 709,,Visa
Iowa,80,SF129,"HOUSER Passed Senate, Date ------ Passed House, Date _____ __ Vote: Ayes Vote: Ayes Nays Nays Approved ______________ _",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF129&ga=80,bill_texts/GA80/SF129.txt,,,Chapter 66,,Visa
Iowa,80,SF124,"HOUSER Passed Senate, Date Passed House, Date vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF124&ga=80,bill_texts/GA80/SF124.txt,,,,,Visa
Iowa,80,SF113,"HATCH, DOTZLER, STEWART, RAGAN, KRElMAN, and HOLVECK Passed Senate, Date __________ _ Vote: Ayes Nays Passed House, Date ---------- Vote: Ayes ___ _ Nays _____ _ Approved _________________________ __",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF113&ga=80,bill_texts/GA80/SF113.txt,,,,,Foreign
Iowa,80,SF300,"REHBERG Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF300&ga=80,bill_texts/GA80/SF300.txt,,,Chapter 321,,Foreign
Iowa,80,SF297,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF297&ga=80,bill_texts/GA80/SF297.txt,,,Chapter 321,,Foreign
Iowa,80,SF283,"LARSON Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF283&ga=80,bill_texts/GA80/SF283.txt,,,,,"Alien, Foreign"
Iowa,80,SF394,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF394&ga=80,bill_texts/GA80/SF394.txt,,,Chapter 714,,Visa
Iowa,80,SF389,"COMMITTEE ON ECONOMIC GROWTH (SUCCESSOR TO SF 283) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF389&ga=80,bill_texts/GA80/SF389.txt,,,Chapter 91,,"Alien, Foreign"
Iowa,80,SF375,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF375&ga=80,bill_texts/GA80/SF375.txt,,,,,Foreign
Iowa,80,SF374,"(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON REDFERN) Passed House, Date _______ _ Approved _______________________ _ Vote: Ayes ----- Nays",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF374&ga=80,bill_texts/GA80/SF374.txt,,,Chapter 504,,Foreign
Iowa,80,SF372,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF372&ga=80,bill_texts/GA80/SF372.txt,,,Chapter 533,,Foreign
Iowa,80,SF365,"COMMITTEE ON RULES AND ADMINISTRATION (SUCCESSOR TO SSB 1131) Passed Senate, Date Vote: Ayes Nays db b ~assed House, Date Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF365&ga=80,bill_texts/GA80/SF365.txt,,,Chapter 25,,"Visa, Foreign"
Iowa,80,SF360,"I SENATE/HOUSE FILE SE V HF 3""~ (PROPOSED DEPARTMENT OF CORRECTIONS BILL) BY Passed Senate, Date vote: Ayes Nays Approved Passed House, Date Vote: Ayes Nays",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF360&ga=80,bill_texts/GA80/SF360.txt,,,,,Citizenship
Iowa,80,SF354,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF354&ga=80,bill_texts/GA80/SF354.txt,,,Chapter 21,,Alien
Iowa,80,SF353,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF353&ga=80,bill_texts/GA80/SF353.txt,,,Chapter 709,,Visa
Iowa,80,SF340,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF340&ga=80,bill_texts/GA80/SF340.txt,,,Chapter 176,,Foreign
Iowa,80,SF312,"WARNSTADT Passed Senate, Date Vote: Ayes __ _ Nays Approved Passed House, Date Vote: Ayes Nays",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF312&ga=80,bill_texts/GA80/SF312.txt,,,Chapter 6,,Alien
Iowa,80,SF311,"BOLKCOM, DVORSKY, QUIRMBACH, DEARDEN, HOLVECK, HATCH, CONNOLLY, HORN, KIBBlE, and FRAISE (COMPANION TO HF 178) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes ___ Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF311&ga=80,bill_texts/GA80/SF311.txt,,,,,Citizenship
Iowa,80,SF458,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF458&ga=80,bill_texts/GA80/SF458.txt,,,Chapter 1175,,Foreign
Iowa,80,SF456,"COMMITTEE ON WAYS AND MEANS (SUCCESSOR TO SSB 1199) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF456&ga=80,bill_texts/GA80/SF456.txt,,,Chapter 2,,Visa
Iowa,80,SF448,"COMMITTEE ON WAYS AND MEANS (SUCCESSOR TO SF 360) (SUCCESSOR TO SSB 1097) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=SF448&ga=80,bill_texts/GA80/SF448.txt,,,,,Citizenship
Iowa,80,SF433,,,https://www.legis.iowa.gov/legislation/BillBook?ba=SF433&ga=80,bill_texts/GA80/SF433.txt,,,Chapter 188,,Immigration
Iowa,80,HSB147,"(PROPOSED DEPARTMENT OF PUBLIC HEALTH BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB147&ga=80,bill_texts/GA80/HSB147.txt,,,Chapter 669,,Visa
Iowa,80,HSB266,"(PROPOSED DEPARTMENT OF COMMERCE/INSURANCE DIVISION BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB266&ga=80,bill_texts/GA80/HSB266.txt,,,Chapter 490,,"Alien, Foreign"
Iowa,80,HSB261,"(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON MADDOX) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB261&ga=80,bill_texts/GA80/HSB261.txt,,,,,Visa
Iowa,80,HSB240,"(PROPOSED COMMITTEE ON ADMINISTRATION AND RULES BILL BY CHAIRPERSON ROBERTS) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB240&ga=80,bill_texts/GA80/HSB240.txt,,,Chapter 1,,"Visa, Foreign"
Iowa,80,HSB683,"(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON MADDOX) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB683&ga=80,bill_texts/GA80/HSB683.txt,,,Chapter 598,,Foreign
Iowa,80,HSB682,"(PROPOSED COMMITTEE ON AGRICULTURE BILL BY CHAIRPERSON DRAKE) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB682&ga=80,bill_texts/GA80/HSB682.txt,,,Chapter 490,,"Visa, Foreign"
Iowa,80,HSB676,"(PROPOSED COMMITTEE ON WAYS AND MEANS BILL BY CHAIRPERSON J. K. VAN FOSSEN) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB676&ga=80,bill_texts/GA80/HSB676.txt,,,,,Foreign
Iowa,80,HSB674,"(PROPOSED COMMITTEE ON ECONOMIC GROWTH BILL BY CHAIRPERSON HOFFMAN) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB674&ga=80,bill_texts/GA80/HSB674.txt,,,,,Foreign
Iowa,80,HSB664,"(PROPOSED COMMITTEE ON JUDICIARY BILL BY CHAIRPERSON MADDOX) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB664&ga=80,bill_texts/GA80/HSB664.txt,,,Chapter 490,,Foreign
Iowa,80,HSB658,"(PROPOSED DEPARTMENT OF COMMERCE/INSURANCE DIVISION BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB658&ga=80,bill_texts/GA80/HSB658.txt,,,Chapter 151,,Foreign
Iowa,80,HSB648,"(PROPOSED DEPARTMENT OF COMMERCE/INSURANCE DIVISION BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB648&ga=80,bill_texts/GA80/HSB648.txt,,,Chapter 1,,"Visa, Foreign"
Iowa,80,HSB642,"(PROPOSED SECRETARY OF STATE BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB642&ga=80,bill_texts/GA80/HSB642.txt,,,,,Citizenship
Iowa,80,HSB626,"(PROPOSED DEPARTMENT OF PUBLIC HEALTH BILL) Passed Senate, Date Passed House, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB626&ga=80,bill_texts/GA80/HSB626.txt,,,Chapter 156,,Foreign
Iowa,80,HSB730,"(PROPOSED COMMITTEE ON APPROPRIATIONS BILL BY CHAIRPERSON DIX) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB730&ga=80,bill_texts/GA80/HSB730.txt,,,Chapter 174,,Foreign
Iowa,80,HSB727,"(PROPOSED COMMITTEE ON WAYS AND MEANS BILL BY CHAIRPERSON VAN FOSSEN) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB727&ga=80,bill_texts/GA80/HSB727.txt,,,Chapter 2,,Foreign
Iowa,80,HSB725,"(PROPOSED COMMITTEE ON GOVERNMENT OVERSIGHT BILL BY CHAIRPERSON ALONS) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB725&ga=80,bill_texts/GA80/HSB725.txt,,,,,Foreign
Iowa,80,HSB719,"(PROPOSED COMMITTEE ON GOVERNMENT OVERSIGHT BILL BY CHAIRPERSON ALONS) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB719&ga=80,bill_texts/GA80/HSB719.txt,,,Chapter 1,,Foreign
Iowa,80,HSB715,"(PROPOSED COMMITTEE ON HUMAN RESOURCES BILL BY CHAIRPERSON BODDICKER) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB715&ga=80,bill_texts/GA80/HSB715.txt,,,Chapter 633,,Foreign
Iowa,80,HSB710,"(PROPOSED COMMITTEE ON STATE GOVERNMENT BILL BY CHAIRPERSON ELGIN) Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB710&ga=80,bill_texts/GA80/HSB710.txt,,,Chapter 714,,"Citizenship, Foreign"
Iowa,80,HSB705,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HSB705&ga=80,bill_texts/GA80/HSB705.txt,,,,,Border
Iowa,81,HF87,"HUNTER Passed House, Date - - - - - - - Nays __ _ _ Vote: Ayes Passed Senate, Date Vote: Ayes ___ _ - - - - - - Nays ____ _ Approved - - - - - - - - - - - - - -",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF87&ga=81,bill_texts/GA81/HF87.txt,,,Chapter 26,,Foreign
Iowa,81,HF80,"Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF80&ga=81,bill_texts/GA81/HF80.txt,,,Chapter 45,,Citizenship
Iowa,81,HF78,,,https://www.legis.iowa.gov/legislation/BillBook?ba=HF78&ga=81,bill_texts/GA81/HF78.txt,,,Chapter 69,,Citizenship
Iowa,81,HF75,"RAECKER and ELGIN Passed House, Date Passed Senate, Date Vote: Ayes Nays Vote: Ayes Nays Approved ----------------------------",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF75&ga=81,bill_texts/GA81/HF75.txt,,,Chapter 45,,Citizenship
Iowa,81,HF68,"HEDDENS Passed House, Date ------ Vote: Ayes Nays Passed Senate, Date Vote: Ayes - - - - - - Nays ___ _ Approved - - - - - - - - - - - - - -",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF68&ga=81,bill_texts/GA81/HF68.txt,,,,,Foreign
Iowa,81,HF58,"JOCHUM Passed House, Date Vote: Ayes Nays Approved Passed Senate, Date __________ __ Nays ------ Vote: Ayes",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF58&ga=81,bill_texts/GA81/HF58.txt,,,,,Border
Iowa,81,HF188,"FORD Passed House, Date - - - - - - Vote: Ayes - - - Nays Passed Senate, Date Vote: Ayes __ _ - - - - - - Nays Approved -----------------------",,https://www.legis.iowa.gov/legislation/BillBook?ba=HF188&ga=81,bill_texts/GA81/HF188.txt,,,,,Foreign
